,is_label_issue,label_quality,given_label,predicted_label,newidx
84,True,0.19663169980049133,0,1,22698
85,True,0.2954447567462921,0,1,20205
86,False,0.5871766209602356,1,1,5490
87,False,0.7293885946273804,1,1,9203
88,True,0.24529318511486053,0,1,19643
89,True,0.27031680941581726,0,1,23096
90,False,0.7342119812965393,1,1,5054
91,True,0.21789845824241638,0,1,17025
92,False,0.3874359428882599,0,1,24640
93,False,0.8903421759605408,0,0,26094
94,False,0.8584011793136597,0,0,16384
95,True,0.08442341536283493,0,1,18509
96,False,0.7600893974304199,1,1,3137
97,False,0.8228207230567932,0,0,11910
98,False,0.8057807087898254,1,1,4286
99,False,0.8404839634895325,1,1,452
100,False,0.579796552658081,0,0,26075
101,False,0.7581746578216553,1,1,5144
102,True,0.10642679035663605,0,1,14450
103,False,0.9318192005157471,1,1,9993
104,True,0.19189710915088654,0,1,24400
105,False,0.7689944505691528,1,1,1409
106,True,0.1954779177904129,0,1,25074
107,False,0.7896519899368286,1,1,8235
108,True,0.10264024138450623,0,1,11287
109,False,0.7839673757553101,1,1,396
110,False,0.7180215120315552,1,1,8929
111,True,0.1074005737900734,0,1,25303
112,False,0.6185776591300964,1,1,8903
113,False,0.6159711480140686,1,1,3280
114,False,0.6266062259674072,1,1,6418
115,False,0.8799604177474976,0,0,16106
116,False,0.6422758102416992,0,0,15318
117,False,0.8945153951644897,0,0,16617
118,True,0.21287338435649872,0,1,11120
119,False,0.6692293882369995,1,1,10253
120,False,0.6728352308273315,1,1,6538
121,False,0.7788811326026917,1,1,4481
122,True,0.3391238749027252,0,1,20109
123,False,0.8551462292671204,1,1,1776
124,False,0.6184490323066711,0,0,23195
125,True,0.06803327053785324,0,1,18585
126,False,0.6431029438972473,0,0,18999
127,True,0.39453360438346863,1,0,1322
128,False,0.53868168592453,1,1,4054
129,False,0.5223480463027954,0,0,24975
130,True,0.11479350924491882,0,1,24982
131,False,0.991969645023346,1,1,4231
132,False,0.8075627088546753,1,1,10526
133,False,0.831682026386261,1,1,10440
134,False,0.6596739888191223,1,1,9002
135,False,0.7925507426261902,1,1,2707
136,False,0.3713315427303314,0,1,16042
137,True,0.1929243803024292,0,1,25593
138,False,0.8526279926300049,0,0,20127
139,False,0.41686779260635376,0,1,17696
140,False,0.9005759358406067,1,1,10137
141,False,0.5711639523506165,0,0,11511
142,True,0.43043264746665955,1,0,9950
143,False,0.5314366221427917,0,0,19498
144,False,0.9783494472503662,0,0,23498
145,True,0.4928533136844635,1,0,4416
146,False,0.6801857352256775,0,0,14994
147,False,0.9929195046424866,0,0,12814
148,False,0.5877109169960022,1,1,769
149,False,0.8098059296607971,1,1,5633
150,True,0.3195345401763916,0,1,13779
151,False,0.39986878633499146,0,1,13764
152,False,0.6093438863754272,1,1,6365
153,False,0.3511863052845001,0,1,26419
154,True,0.011688696220517159,1,0,466
155,False,0.9203596711158752,1,1,6780
156,True,0.11474702507257462,0,1,13653
157,True,0.10939261317253113,0,1,26513
158,False,0.7996385097503662,0,0,15222
159,False,0.8014347553253174,1,1,7702
160,True,0.32218000292778015,0,1,18789
161,False,0.5704754590988159,1,1,942
162,True,0.2631310820579529,0,1,23591
163,True,0.28382280468940735,0,1,18356
164,False,0.6314100027084351,1,1,1864
165,False,0.8366425037384033,0,0,16139
166,False,0.8648888468742371,1,1,8601
167,True,0.17878365516662598,0,1,11153
168,True,0.10616664588451385,0,1,24413
169,True,0.4567944407463074,1,0,5652
170,True,0.2558002471923828,0,1,18227
171,False,0.5419790148735046,1,1,343
172,False,0.8304215669631958,1,1,5329
173,False,0.5156140327453613,1,1,6132
174,False,0.9895542860031128,0,0,17967
175,False,0.7261132001876831,1,1,9773
176,True,0.3113780915737152,0,1,11849
177,False,0.6523388624191284,1,1,7391
178,False,0.7664676904678345,1,1,5359
179,False,0.6260984539985657,1,1,2656
180,False,0.41332194209098816,0,1,14565
181,False,0.3967677652835846,0,1,13639
182,False,0.9628353714942932,1,1,6010
183,True,0.3434462249279022,0,1,20038
184,True,0.06758055090904236,0,1,12465
185,False,0.8280213475227356,1,1,8742
186,False,0.8234793543815613,0,0,15028
187,False,0.824813187122345,1,1,7972
188,False,0.8509954214096069,1,1,790
189,True,0.18077044188976288,0,1,11544
190,False,0.6958151459693909,1,1,10078
191,False,0.881588876247406,1,1,3425
192,True,0.314608097076416,0,1,22369
193,True,0.12512211501598358,1,0,2229
194,False,0.8168927431106567,1,1,7484
195,False,0.8079009652137756,1,1,1929
196,False,0.3685101866722107,0,1,17735
197,True,0.24348688125610352,0,1,18869
198,False,0.5603939890861511,1,1,5599
199,False,0.7576814293861389,1,1,10901
200,False,0.6869717836380005,1,1,9869
201,False,0.5029004216194153,0,0,21188
202,True,0.14103248715400696,0,1,22180
203,False,0.8443756699562073,1,1,8370
204,True,0.019546790048480034,0,1,21044
205,True,0.46735963225364685,1,0,930
206,False,0.4002489149570465,0,1,11278
207,False,0.8715616464614868,1,1,7688
208,True,0.18966160714626312,0,1,24146
209,False,0.6982551217079163,0,0,14901
210,False,0.5895510911941528,0,0,22038
211,False,0.8528421521186829,1,1,6747
212,True,0.028599107638001442,0,1,14319
213,False,0.9472466707229614,1,1,10217
214,True,0.2347540706396103,0,1,12366
215,False,0.6936838030815125,1,1,7734
216,True,0.12169956415891647,0,1,22989
217,True,0.23377279937267303,0,1,21894
218,True,0.2720585763454437,0,1,21392
219,False,0.7999433279037476,1,1,2404
220,False,0.8206853270530701,1,1,9175
221,False,0.5775033235549927,0,0,15367
222,False,0.9884160757064819,1,1,4173
223,False,0.6281252503395081,1,1,10820
224,False,0.6103829145431519,1,1,3355
225,False,0.6468284130096436,1,1,4380
226,True,0.26235634088516235,0,1,12402
227,False,0.729207456111908,1,1,10460
228,False,0.9621732234954834,1,1,4596
229,False,0.6834810972213745,1,1,3771
230,False,0.6138589978218079,1,1,6890
231,False,0.3906363546848297,0,1,15280
232,False,0.617973268032074,1,1,8905
233,False,0.6289783120155334,0,0,16104
234,False,0.8959125876426697,0,0,15448
235,True,0.2724025547504425,0,1,17527
236,True,0.4679322838783264,1,0,4982
237,False,0.838275671005249,1,1,9201
238,False,0.8503472805023193,0,0,25859
239,False,0.7612470388412476,1,1,6682
240,False,0.7695968747138977,1,1,5459
241,True,0.28882893919944763,0,1,20219
242,False,0.939373791217804,1,1,166
243,False,0.7765518426895142,1,1,1956
244,False,0.6789466738700867,1,1,5130
245,False,0.9007608890533447,1,1,8529
246,False,0.5440554022789001,1,1,5635
247,False,0.9365869760513306,1,1,6690
248,False,0.7131932973861694,1,1,3725
249,True,0.11363041400909424,0,1,19801
250,False,0.9382532238960266,0,0,17954
251,True,0.15671385824680328,0,1,12915
252,True,0.1452154666185379,1,0,1565
253,True,0.3027315139770508,0,1,23601
254,False,0.8834664225578308,1,1,2741
255,False,0.7824105620384216,0,0,18306
256,False,0.7093214988708496,1,1,10448
257,True,0.2307814359664917,0,1,15377
258,True,0.2645554542541504,0,1,22361
259,False,0.7557153105735779,1,1,9918
260,True,0.2976163625717163,0,1,20115
261,False,0.8658241033554077,1,1,9162
262,True,0.133608877658844,0,1,14324
263,True,0.23937703669071198,1,0,3761
264,False,0.9162774682044983,1,1,10540
265,False,0.6998655200004578,1,1,1490
266,True,0.19526857137680054,0,1,17700
267,True,0.27251169085502625,0,1,18493
268,True,0.4789426624774933,1,0,1572
269,False,0.6627711057662964,1,1,719
270,True,0.09061680734157562,0,1,21516
271,False,0.5471106767654419,0,0,21749
272,False,0.5053886771202087,1,1,433
273,False,0.9717875123023987,1,1,2722
274,False,0.7282425165176392,1,1,7495
275,False,0.5858895778656006,0,0,19776
276,False,0.8367769122123718,1,1,9681
277,False,0.8159358501434326,1,1,6068
278,True,0.044175099581480026,1,0,3955
279,False,0.8229957222938538,1,1,1249
280,True,0.20703361928462982,0,1,12182
281,False,0.7715891599655151,0,0,25172
282,False,0.6625890731811523,0,0,20122
283,False,0.5025306940078735,0,0,17237
284,False,0.676764726638794,1,1,10084
285,False,0.6871762275695801,1,1,3777
286,False,0.4724651873111725,0,1,13922
287,False,0.6100444197654724,1,1,7082
288,False,0.7890192270278931,1,1,5746
289,True,0.26835477352142334,0,1,14011
290,False,0.407808393239975,0,1,19052
291,True,0.14067433774471283,0,1,25457
292,False,0.9971664547920227,0,0,15080
293,False,0.8329352140426636,1,1,1751
294,False,0.8112848997116089,1,1,10723
295,False,0.8100284337997437,1,1,6651
296,False,0.7926409840583801,1,1,10218
297,False,0.5353637337684631,1,1,2765
298,True,0.16810540854930878,0,1,17503
299,False,0.748584508895874,1,1,8154
300,False,0.986815869808197,0,0,15635
301,False,0.8731208443641663,1,1,2862
302,False,0.36973869800567627,0,1,26268
303,False,0.6693552732467651,1,1,3629
304,False,0.5573627948760986,1,1,2979
305,True,0.23169980943202972,0,1,13634
306,False,0.6253049969673157,1,1,6391
307,False,0.7794169187545776,1,1,5126
308,False,0.8680741190910339,1,1,5823
309,True,0.1824059635400772,0,1,15482
310,False,0.5902486443519592,0,0,17178
311,True,0.46059587597846985,1,0,6542
312,True,0.1380108743906021,0,1,21958
313,True,0.152903750538826,0,1,24354
314,False,0.7167376279830933,1,1,3935
315,False,0.665094256401062,1,1,5794
316,False,0.7378548383712769,1,1,1371
317,False,0.7459987998008728,1,1,6277
318,False,0.6874557733535767,1,1,6400
319,False,0.6207572817802429,1,1,3445
320,True,0.4685137867927551,1,0,2022
321,True,0.49097681045532227,1,0,10682
322,True,0.4402633607387543,1,0,3456
323,False,0.9563102126121521,1,1,6099
324,False,0.6303419470787048,0,0,21902
325,True,0.48964786529541016,1,0,10267
326,False,0.9426199793815613,1,1,146
327,False,0.6582956910133362,0,0,18734
328,False,0.7218794822692871,1,1,2851
329,False,0.7030965685844421,1,1,5757
330,False,0.7954691052436829,1,1,5323
331,False,0.798058032989502,1,1,1139
332,False,0.9095433950424194,1,1,10508
333,False,0.593119740486145,1,1,8211
334,False,0.366935670375824,0,1,24384
335,True,0.25519341230392456,0,1,17846
336,False,0.9943413734436035,1,1,11012
337,False,0.7613001465797424,0,0,17297
338,False,0.901977002620697,1,1,8469
339,False,0.5516218543052673,0,0,26215
340,False,0.8183558583259583,1,1,6837
341,False,0.9033079147338867,1,1,5952
342,False,0.7803011536598206,1,1,79
343,True,0.2839668393135071,0,1,26364
344,False,0.9086331129074097,1,1,9744
345,False,0.6151512861251831,1,1,108
346,True,0.3119353652000427,0,1,25053
347,False,0.9868974089622498,0,0,14925
348,False,0.7702125906944275,1,1,4915
349,False,0.5156108736991882,0,0,18748
350,False,0.39617791771888733,0,1,24111
351,False,0.6322337985038757,1,1,7774
352,False,0.9324890375137329,1,1,1953
353,False,0.44400689005851746,0,1,25486
354,True,0.21905066072940826,0,1,25364
355,False,0.8488129377365112,1,1,6063
356,True,0.20170947909355164,0,1,22902
357,False,0.9190880060195923,1,1,4654
358,False,0.85394287109375,1,1,9181
359,False,0.6029775142669678,0,0,16844
360,True,0.15135540068149567,0,1,22552
361,True,0.3727159798145294,1,0,1850
362,False,0.7762208580970764,1,1,4993
363,False,0.8290643095970154,0,0,26349
364,False,0.8687571883201599,1,1,603
365,False,0.8407196998596191,0,0,16488
366,False,0.5783131718635559,1,1,4508
367,False,0.6992334723472595,1,1,5147
368,False,0.8923549652099609,1,1,8406
369,False,0.8138598203659058,1,1,645
370,False,0.8627142310142517,0,0,16654
371,False,0.8758396506309509,1,1,8634
372,True,0.3362005650997162,0,1,22169
373,False,0.7429115176200867,1,1,1170
374,True,0.14712867140769958,0,1,20344
375,True,0.2967579662799835,1,0,4747
376,False,0.5984418392181396,1,1,1272
377,True,0.32583579421043396,0,1,23830
378,False,0.9469687342643738,1,1,10978
379,False,0.7081627249717712,1,1,8212
380,False,0.8268771767616272,1,1,10031
381,False,0.8252138495445251,1,1,7058
382,False,0.8516163229942322,1,1,873
383,True,0.21292370557785034,0,1,25509
384,False,0.7341268658638,1,1,7897
385,True,0.17989936470985413,0,1,12435
386,True,0.1931685507297516,0,1,13074
387,False,0.9527075290679932,1,1,7266
388,False,0.9122689962387085,1,1,9081
389,False,0.7842682003974915,1,1,8527
390,False,0.9385583996772766,1,1,9544
391,False,0.5668452382087708,1,1,6093
392,False,0.8815531730651855,1,1,8410
393,True,0.20929786562919617,1,0,4
394,False,0.6955721974372864,1,1,4441
395,True,0.27489766478538513,0,1,25334
396,False,0.8195934891700745,1,1,10151
397,True,0.2280125468969345,0,1,15013
398,False,0.861819863319397,1,1,9979
399,False,0.7984150052070618,1,1,2854
400,True,0.29190295934677124,0,1,25313
401,False,0.8565887808799744,0,0,15674
402,True,0.10583288967609406,0,1,25037
403,False,0.664395272731781,1,1,10799
404,False,0.5437504053115845,0,0,19630
405,False,0.6505306363105774,1,1,9732
406,False,0.6097116470336914,0,0,11776
407,True,0.47231870889663696,1,0,4306
408,False,0.9593275785446167,0,0,18852
409,True,0.14046673476696014,0,1,12647
410,False,0.7926049828529358,1,1,5883
411,True,0.19675935804843903,0,1,16611
412,False,0.7512746453285217,1,1,9965
413,False,0.6657481789588928,1,1,3220
414,False,0.8694031238555908,1,1,4251
415,True,0.20151108503341675,0,1,24419
416,True,0.2385261505842209,1,0,8105
417,False,0.8371966481208801,1,1,6652
418,True,0.30097395181655884,0,1,24560
419,True,0.2536477744579315,0,1,24474
420,False,0.7768046855926514,0,0,22300
421,True,0.15076382458209991,0,1,23123
422,True,0.2471638023853302,0,1,22557
423,True,0.06470680981874466,0,1,12958
424,False,0.9950495362281799,1,1,9925
425,False,0.9133647680282593,0,0,16123
426,False,0.6063937544822693,1,1,1183
427,True,0.2579433023929596,0,1,13481
428,True,0.21095652878284454,0,1,18134
429,False,0.6869537830352783,1,1,3770
430,False,0.4439612627029419,0,1,21904
431,True,0.2599915564060211,1,0,868
432,False,0.5130781531333923,0,0,17752
433,False,0.9778826832771301,1,1,184
434,False,0.8035067915916443,1,1,1334
435,True,0.177799791097641,0,1,11818
436,False,0.8925970196723938,1,1,560
437,True,0.2694651186466217,0,1,12482
438,False,0.7282636761665344,1,1,8044
439,True,0.1630314141511917,0,1,22334
440,True,0.23042719066143036,0,1,19637
441,True,0.4746435880661011,1,0,1742
442,True,0.09516591578722,0,1,20508
443,True,0.2030293196439743,1,0,9481
444,True,0.059917792677879333,0,1,23312
445,False,0.664301872253418,1,1,2450
446,False,0.955951452255249,1,1,10404
447,True,0.15412594377994537,1,0,2980
448,False,0.8082616329193115,1,1,92
449,False,0.8499048948287964,1,1,4652
450,False,0.6182870268821716,0,0,15628
451,False,0.7690237760543823,1,1,2139
452,True,0.3075481057167053,0,1,17814
453,True,0.1726514995098114,0,1,20265
454,True,0.3367517292499542,0,1,26365
455,False,0.7838833928108215,1,1,7558
456,False,0.7277499437332153,1,1,1193
457,False,0.729802131652832,1,1,2262
458,False,0.8866772651672363,0,0,13875
459,False,0.7293774485588074,1,1,3886
460,True,0.3262365460395813,0,1,17541
461,False,0.9370991587638855,0,0,15456
462,False,0.6772597432136536,1,1,3193
463,False,0.6796090602874756,1,1,9529
464,True,0.42117753624916077,1,0,10029
465,False,0.5145801305770874,1,1,3685
466,False,0.9140808582305908,0,0,16057
467,False,0.737021267414093,1,1,8897
468,True,0.49641355872154236,1,0,2903
469,False,0.8160830140113831,1,1,7378
470,False,0.7341198921203613,1,1,2931
471,True,0.32177990674972534,1,0,9810
472,False,0.3603817820549011,0,1,23769
473,True,0.14982683956623077,0,1,18679
474,False,0.9703605771064758,1,1,1383
475,False,0.7782790660858154,1,1,7366
476,True,0.4715489149093628,1,0,1085
477,False,0.7323602437973022,1,1,491
478,False,0.501879870891571,0,0,16524
479,False,0.8883829116821289,1,1,9272
480,False,0.8333967328071594,1,1,4631
481,False,0.707533061504364,1,1,10910
482,False,0.8297687768936157,1,1,9669
483,True,0.030388420447707176,0,1,11490
484,False,0.8902525901794434,1,1,278
485,False,0.8281117677688599,0,0,11346
486,False,0.44319677352905273,0,1,21927
487,True,0.022588685154914856,0,1,14485
488,False,0.8200193643569946,0,0,15212
489,False,0.6304658055305481,1,1,3400
490,False,0.9542307257652283,0,0,17977
491,False,0.9743797779083252,1,1,10581
492,True,0.24162232875823975,0,1,26424
493,True,0.19005601108074188,0,1,24824
494,False,0.4136975109577179,0,1,18207
495,False,0.9862186312675476,0,0,16768
496,False,0.6621958017349243,1,1,1483
497,False,0.7274864912033081,0,0,25894
498,True,0.4486227333545685,1,0,9761
499,False,0.5984508991241455,1,1,4072
500,True,0.2028990089893341,0,1,16740
501,False,0.3543664515018463,0,1,17415
502,False,0.7582467198371887,0,0,16725
503,False,0.9663750529289246,0,0,16778
504,False,0.9585685729980469,1,1,5670
505,False,0.7110475897789001,1,1,3547
506,False,0.5112916231155396,0,0,17054
507,False,0.8955501914024353,1,1,10689
508,True,0.15530280768871307,0,1,11855
509,True,0.19936493039131165,0,1,25248
510,False,0.6753430962562561,0,0,20597
511,False,0.8237636089324951,0,0,17000
512,True,0.07609189301729202,0,1,13316
513,False,0.7003208994865417,1,1,9395
514,False,0.8260026574134827,1,1,1954
515,False,0.672835111618042,1,1,3598
516,False,0.361112505197525,0,1,12925
517,True,0.2649610936641693,0,1,18439
518,False,0.7907902598381042,0,0,16195
519,False,0.4573502242565155,0,1,18520
520,False,0.5123699307441711,0,0,15550
521,False,0.6554903984069824,0,0,25913
522,True,0.21517227590084076,0,1,11082
523,False,0.8463480472564697,1,1,7648
524,True,0.4002681374549866,1,0,2506
525,False,0.893696665763855,1,1,1578
526,False,0.6576545834541321,1,1,8815
527,False,0.8518680334091187,1,1,151
528,False,0.9407955408096313,0,0,13388
529,False,0.8023097515106201,1,1,3615
530,False,0.555297315120697,1,1,1335
531,False,0.9178819060325623,1,1,5873
532,True,0.2114899754524231,0,1,17658
533,False,0.9660362601280212,1,1,11050
534,False,0.7580070495605469,1,1,5337
535,False,0.8160830140113831,1,1,10655
536,True,0.2984599769115448,0,1,19542
537,False,0.9435449242591858,1,1,4965
538,False,0.5369819402694702,1,1,7943
539,False,0.8051813244819641,1,1,770
540,False,0.7950816750526428,1,1,6035
541,True,0.036392129957675934,0,1,26204
542,False,0.9412320256233215,1,1,5858
543,True,0.2536980211734772,0,1,18512
544,False,0.46946388483047485,0,1,24844
545,False,0.8336612582206726,0,0,16145
546,True,0.3661520481109619,1,0,9372
547,False,0.5974445939064026,1,1,5894
548,False,0.6118173599243164,1,1,4834
549,False,0.7426745295524597,1,1,139
550,True,0.1698227822780609,0,1,22082
551,True,0.46515700221061707,1,0,4713
552,False,0.7002289295196533,1,1,6070
553,True,0.4587356150150299,1,0,4900
554,True,0.2786032259464264,0,1,25632
555,False,0.9285619258880615,0,0,19570
556,True,0.2976784110069275,0,1,26589
557,False,0.69545978307724,1,1,3844
558,True,0.17052064836025238,0,1,22856
559,False,0.8566556572914124,0,0,24739
560,False,0.8519580960273743,1,1,2961
561,True,0.19179561734199524,0,1,22522
562,False,0.9114426970481873,1,1,5243
563,False,0.8434409499168396,1,1,3841
564,False,0.9580758213996887,0,0,15624
565,False,0.4451765716075897,0,1,25222
566,True,0.33648204803466797,0,1,11420
567,False,0.8989645838737488,1,1,9892
568,False,0.9421387314796448,1,1,5097
569,True,0.3714574873447418,1,0,1933
570,False,0.9033758640289307,1,1,4289
571,False,0.8514416217803955,1,1,7512
572,True,0.4339420795440674,1,0,10818
573,False,0.6380022764205933,1,1,10048
574,False,0.4652334153652191,0,1,16356
575,False,0.8161319494247437,1,1,2475
576,True,0.2882678806781769,0,1,23748
577,False,0.8478527665138245,1,1,9629
578,False,0.8068094849586487,1,1,9747
579,False,0.7105643153190613,1,1,8762
580,False,0.9501792192459106,1,1,9612
581,True,0.4501403570175171,1,0,1013
582,False,0.7959201335906982,1,1,5068
583,False,0.9807151556015015,0,0,14560
584,False,0.7439345121383667,0,0,16643
585,True,0.11900240182876587,0,1,21005
586,False,0.5140432715415955,0,0,17636
587,True,0.21266432106494904,0,1,20162
588,False,0.7587671875953674,1,1,10271
589,False,0.7536557912826538,1,1,4090
590,False,0.6169845461845398,1,1,446
591,False,0.5116608142852783,1,1,9456
592,False,0.9528108835220337,1,1,8710
593,True,0.20036499202251434,1,0,8674
594,False,0.6208584904670715,1,1,1761
595,True,0.19495843350887299,0,1,21090
596,False,0.896702229976654,1,1,8346
597,False,0.5980522036552429,1,1,7012
598,True,0.21682707965373993,1,0,2415
599,False,0.7418217658996582,1,1,11056
600,True,0.28190118074417114,0,1,22324
601,False,0.7049578428268433,0,0,19074
602,True,0.2084960788488388,0,1,18928
603,False,0.9010122418403625,1,1,3997
604,True,0.19555538892745972,0,1,21068
605,False,0.814677894115448,0,0,25522
606,False,0.9311712384223938,1,1,7249
607,False,0.7752231359481812,1,1,881
608,True,0.27439436316490173,0,1,25193
609,False,0.8226229548454285,1,1,947
610,False,0.7584418058395386,1,1,3718
611,False,0.7865101099014282,0,0,21007
612,True,0.2886274755001068,0,1,24655
613,True,0.21649956703186035,1,0,3688
614,False,0.78891521692276,1,1,7054
615,True,0.20049382746219635,0,1,12227
616,False,0.7940477132797241,1,1,467
617,False,0.6927522420883179,1,1,4895
618,False,0.8324857950210571,1,1,1610
619,False,0.7834770679473877,0,0,11560
620,False,0.8154290914535522,1,1,1936
621,False,0.5236709117889404,0,0,13339
622,False,0.6307394504547119,1,1,5986
623,False,0.9268258213996887,1,1,8313
624,True,0.15795239806175232,0,1,14275
625,True,0.28062692284584045,1,0,5684
626,False,0.6921446323394775,1,1,4528
627,True,0.2643340528011322,0,1,24032
628,False,0.8579108119010925,1,1,3879
629,False,0.8645848631858826,1,1,488
630,False,0.9036819934844971,1,1,358
631,False,0.6991488933563232,1,1,7262
632,False,0.9170430302619934,1,1,6625
633,False,0.855024516582489,1,1,1821
634,True,0.4424227178096771,1,0,7631
635,False,0.8904858231544495,1,1,1507
636,True,0.1965215802192688,0,1,18299
637,True,0.451598197221756,1,0,6495
638,False,0.6840193271636963,1,1,9768
639,True,0.30239295959472656,0,1,19905
640,False,0.9526931643486023,0,0,16227
641,False,0.7753731608390808,0,0,12110
642,False,0.4771408140659332,0,1,15644
643,True,0.13838650286197662,1,0,8584
644,True,0.04302683472633362,0,1,20277
645,False,0.8604403734207153,1,1,505
646,True,0.26981523633003235,0,1,19620
647,False,0.9503844380378723,0,0,15302
648,False,0.9156125783920288,1,1,9988
649,False,0.5479028820991516,0,0,18574
650,True,0.03664528578519821,0,1,19976
651,True,0.2815169394016266,0,1,13703
652,False,0.7662690877914429,1,1,1768
653,True,0.3355756103992462,0,1,17114
654,False,0.5665139555931091,0,0,26634
655,False,0.7156844139099121,1,1,1320
656,False,0.9261216521263123,1,1,3253
657,False,0.7769993543624878,1,1,3859
658,False,0.975593090057373,1,1,6886
659,False,0.9022818207740784,1,1,8412
660,False,0.563148021697998,0,0,17261
661,False,0.8224209547042847,0,0,17082
662,False,0.938867449760437,1,1,181
663,False,0.5722327828407288,1,1,4669
664,False,0.8176579475402832,1,1,9311
665,True,0.17091624438762665,0,1,25817
666,False,0.5256820917129517,0,0,14844
667,False,0.8348886370658875,1,1,2140
668,True,0.12592081725597382,0,1,22292
669,False,0.5742026567459106,1,1,9468
670,False,0.919106125831604,1,1,556
671,False,0.6635190844535828,0,0,17986
672,False,0.9189944267272949,1,1,3578
673,False,0.8262808322906494,1,1,5585
674,True,0.022754358127713203,0,1,24776
675,True,0.47774413228034973,1,0,10269
676,False,0.6606431007385254,0,0,17885
677,False,0.6291289925575256,1,1,59
678,True,0.42777693271636963,1,0,9552
679,False,0.5414926409721375,0,0,18177
680,False,0.96299809217453,0,0,25950
681,False,0.839670717716217,1,1,6817
682,True,0.29499244689941406,0,1,25682
683,False,0.8253564834594727,0,0,15780
684,False,0.47268661856651306,0,1,19562
685,False,0.9167470932006836,1,1,5920
686,False,0.531573474407196,1,1,8808
687,False,0.9309127330780029,1,1,8991
688,True,0.27121344208717346,0,1,23078
689,False,0.7573932409286499,1,1,9549
690,False,0.7729073166847229,1,1,5162
691,False,0.9879683256149292,1,1,8206
692,False,0.7972922325134277,1,1,3910
693,True,0.13590118288993835,0,1,26488
694,False,0.7081196308135986,0,0,20467
695,False,0.8254335522651672,1,1,3485
696,False,0.9080293774604797,1,1,497
697,True,0.21965061128139496,0,1,11929
698,False,0.6833809614181519,1,1,8094
699,True,0.32661157846450806,0,1,14880
700,True,0.12824426591396332,0,1,24209
701,False,0.8595345616340637,1,1,4067
